"info-job__text","info-company__text","info-company-addon-type","info-tags__text","info-tags__text 2","info-tags__text 3","info-tags__text 4","info-description","text-highlight","info-othertags__text","info-othertags__text 2","info-othertags__text 4","info-othertags__text 5","last-processed-resume-at-text","date-container","actively-hiring-tag","text-highlight 6","last-cust-reply-text"
"【數位驅動】數位銀行產品 (數數發,DDT)_I00010981","國泰世華商業銀行股份有限公司","銀行業","台北市信義區","經歷不拘","學歷不拘","待遇面議","【職務說明 What you will do】 
1. 負責 App 追蹤碼的埋設、維護與優化，並利用 Adobe Analytics、Google Analytics 等工具進行分析。 
2. 深入了解使用者行為，分析 App 使用流程","數據","年終獎金","節日獎金/禮品","員工旅遊","社團活動","","4/29","","",""
"人工智慧中心-臨床","中山醫學大學附設醫院","醫院","台中市南區","經歷不拘","碩士","月薪37,000元以上","1. 臨床收集與分析
2. 分析成果報告撰寫
3. 協助研究計畫執行
4. 其他主管交辦事項","數據","距捷運大慶站約280公尺","津貼/補助","健康檢查","","2 天內處理過履歷","5/01","積極徵才中","",""
"J1000 【發展部】BI","富邦媒體科技股份有限公司(富邦momo)","百貨相關業","台北市內湖區","2年以上","大學","待遇面議","【工作内容】
•運用資料進行視覺化報表/儀表板設計、開發、維護。
•設計和建立資料分析報告和資料儀表板。
•適用於分析的資料庫結構，以確保的準確性和可用性。
•運用統計概念與資料驅動思維，收集和清理各類型資料，並設計資料分析方法，建立相關","數據","距捷運港墘站約430公尺","年終獎金","津貼/補助","子女教育獎助學金","6 天內處理過履歷","4/28","","",""
"ETL/","昇恒昌股份有限公司","其他零售業","台北市內湖區","2年以上","大學","月薪40,000元以上","Store Procedure)。

專業能力:
1.對分析具有統整運用能力,具有撰寫良好的分析報告能力。
2.對於探索資料具有熱忱與好奇心，會主動了解相關技術與知識。
3.能直接面對使用者與需求單位，具備細心、耐心、清晰的邏輯思維與簡報能力。","數據","年終獎金","節日獎金/禮品","員工宿舍","交通補助","5 天內處理過履歷","4/28","","",""
"整合行銷群 會員 (Contractor)","麥當勞授權發展商_和德昌股份有限公司","其他餐飲業","台北市中正區","3年以上","大學","待遇面議","，以擴大會員貢獻、優化體驗，以提高顧客在麥當勞的造訪頻率。此職務主要工作內容包括：
1.     會員行為分析 
- 根據會員經營或行銷目標，設計實驗 (如A/B Testing)，建立假設，並透過分析驗證結果
- 理解會員行銷需求，並透過分析","數據","外商公司","距捷運善導寺站約270公尺","節日獎金/禮品","津貼/補助","2 小時前處理過履歷","4/30","","",""
"【個人金融】","遠東國際商業銀行股份有限公司","銀行業","台北市大安區","2年以上","大學","待遇面議","1.以大分析內外部客戶行為及經營成效，提供精準名單及場景應用
2.運用MarTech、AI模型、數位導客、市場輿情、問卷分析等CRM系統平台
3.進行蒐集、整合、加值、創新與視覺化，提升應用價值
4.優化客戶體驗、改善流程斷點並提出業","數據","年終獎金","津貼/補助","團體保險","健康檢查","","4/29","","數據",""
"","錦鉅城股份有限公司","網際網路相關業","台中市南屯區","經歷不拘","大學","月薪36,000~70,000元","■工作內容
  1.處理-收集並處理內部與外部，確保完整與正確性，創建清晰可用集，以利分析使用，開發處理工具與自動化流程，提升分析效率。
  2.監控-監控質量與模型，調整並改進分析流程。
  3.","數據","距捷運南屯站約410公尺","年終獎金","津貼/補助","分紅配股","5 天內處理過履歷","4/28","積極徵才中","數據",""
"【台灣大哥大集團】資料(可申請居家遠端工作)","台灣客服科技股份有限公司","其他電信及通訊相關業","新北市三重區","經歷不拘","高中","月薪35,000~50,000元","流程規劃、執行及成效分析。
2-提升自助服務專案規劃、管理。
3-客服RPA流程管理規劃。


【專業技能】
1-精通程式語言Python，具有卓越的分析、模型建立、可視化、統計學和機器學習技能。
2-熟悉或願意自學自動化流程RPA，能夠設","數據","遠端工作","距捷運先嗇宮站約320公尺","節日獎金/禮品","津貼/補助","","4/16","積極徵才中","","5 天內聯絡過求職者"
"【台北市】","趨勢民意調查股份有限公司","工商顧問服務業","台北市信義區","經歷不拘","大學","月薪35,000~50,000元","1.專案規劃-企劃書撰寫、文獻蒐集、調查規劃設計等。
2.專案執行-問卷品質控管、調查監聽監看、調查進度控管等。
3.專案分析-調查資料彙整、檢誤、報表圖表繪製、報告撰寫、簡報製作、消費洞察、行為研究、輿情分析等。","","距捷運市政府站約150公尺","節日獎金/禮品","員工旅遊","免費下午茶","2 天內處理過履歷","4/28","積極徵才中","",""
"【2025校園徵才】商業_I00020339","國泰世華商業銀行股份有限公司","銀行業","台北市信義區","經歷不拘","學歷不拘","待遇面議","1. 規劃以「驅動」為主之商業解決方案，並與跨部門業務合作，扮演企業內部顧問角色，推動銀行創新轉型，其應用場景橫跨消法金領域與不同金融產品支線，例如：個人化產品推薦、客群經營建設與企金即時風險預警……等
2. 能清楚識別銀行業務情境及明確","數據","年終獎金","節日獎金/禮品","員工旅遊","社團活動","2 天內處理過履歷","4/29","積極徵才中","",""
"【產品板塊】財富管理商業","國泰世華商業銀行股份有限公司","銀行業","台北市信義區","經歷不拘","大學","待遇面議","(1)客戶行為及消費洞察分析，掌握數位理財的潛在客群並發掘業務機會點
(2)建置預測模型/演算法，預測客戶商機、風險或行為屬性，提供商業決策建議 
(3)執行團隊日常的例行性與專案性的撈取與分析","數據","距捷運市政府站約430公尺","年終獎金","津貼/補助","員工旅遊","2 天內處理過履歷","4/29","積極徵才中","",""
"【數位行銷】","國峯租賃股份有限公司","其他金融及輔助業","台北市中正區","3年以上","大學","待遇面議","1.進行資料收集、標籤定義與清理。
2.進行調查的彙整，分析調查與繪製統計圖表，並撰寫分析建議報告。
3.依據分析需求，進行資料分析與邏輯運算作業。
4.分析企業統計。
5.視覺化報表產出，製作相關簡報。
6.有效利用分析","數據","距捷運西門站約390公尺","年終獎金","津貼/補助","員工旅遊","2 天內處理過履歷","5/02","積極徵才中","數據",""
"統一超商(OPENPOINT team)","統一超商股份有限公司","百貨相關業","台北市信義區","2年以上","大學","月薪37,050~52,000元","1.觀測及分析會員，結合多資料源，執行會員分析、行銷效益分析、數位產品經營分析，產生具備商業價值、且可執行的洞察。
2.與業務同仁密切合作，協助執行業務分析、產出行銷名單，或開發儀表板以供實時檢視商業指標。
3.經營會員中台，發想","數據","上市上櫃","節日獎金/禮品","子女教育獎助學金","員工旅遊","1 天內處理過履歷","4/28","積極徵才中","數據",""
"","尊博科技股份有限公司","電腦軟體服務業","台中市西屯區","經歷不拘","學歷不拘","月薪43,000~68,000元","1. 主要職責：洞察價值、挖掘玩家模式、支援決策分析
2. 例行資料整理及視覺化工具應用
3. 執行需求及分析
4. 遊戲研究與玩家行為分析，包含但不限於標籤定義、客群分析、留存率等應用
5. 產出分析報告提供團隊決策使用","數據","年終獎金","節日獎金/禮品","優於勞基法特休","家庭日","3 小時前處理過履歷","4/30","積極徵才中","",""
"資深(R3)","鈊象電子股份有限公司","網際網路相關業","新北市五股區","8年以上","大學","待遇面議","升產品營銷效果。
5.領到技術團隊，負責團隊成員的招募、培訓、績效考核與管理。

具備5年以上營銷產業相關技術工作經驗，其中至少3年以上管理經驗。","數據","上市上櫃","年終獎金","津貼/補助","分紅配股","","4/28","","",""
"倉儲部-庫存倉儲","飛買家股份有限公司","其他零售業","台北市中山區","1年以上","學歷不拘","月薪40,000元以上","【工作內容】
1. 負責庫存相關收集，分析及報告製作 
2. 貨品接收檢查/貨品封膜貼標打包/庫存管理系統登錄/ 
3. 定期執行貨品盤點帳差調整 
4. 倉儲區域動線、架位規畫管理 
5. 負責不同庫區間貨品移倉規劃與執行 
6. 配合内外","數據","年終獎金","節日獎金/禮品","分紅配股","員工優惠","2 天內處理過履歷","4/29","積極徵才中","",""
"","Phison Electronics Corp_群聯電子股份有限公司","IC設計相關業","苗栗縣竹南鎮","1年以上","大學","待遇面議","1、清洗、加工、分類等開發工作，運用演算法及工具挖掘
2、統計與分析
3、規劃模型，分析與開發資料視覺化圖表
4、建構分析環境，運用Python分析
5、以機器、深度學習與統計分析等最佳化研究與開發
6、協助網站設計及開發","數據","上市上櫃","年終獎金","津貼/補助","員工宿舍","2 小時前處理過履歷","4/30","積極徵才中","數據",""
"【凱基金控】商業分析_","凱基金融控股股份有限公司|凱基證券|凱基銀行|中華開發資本|凱基投信","金融控股業","台北市松山區","3年以上","大學","待遇面議","負責提供金控及子公司資料洞見，以協助制訂決策，並增進業務效益。
1. 針對金控內跨子公司間的跨售業務進行成效分析，並針對分析結果提出建議。
2. 透過下列工作，提供業務洞見，支援商業決策以及發現改善機會：
  - 客戶分群/樣貌分析/行為模型。
  - 活動目標名單, 追蹤, A/B測試。
  - 績效報表/KPI追蹤：定義資料/標籤需求, 設計報表架構, 建置。
3. 定義分析方向，執行分析工作，建置模型以及總結。
4. 進行跨團隊合作，增強數位平台效益，將客戶體驗最佳化。","","上市上櫃","年終獎金","優於勞基法特休","生日假","3 小時前處理過履歷","4/15","","",""
